idx,tx,ty,tz,qx,qy,qz,qw
162,-1.75453734397888,-0.311959445476532,8.18858051300049,-0.051576367446914,-0.707461887761369,-0.0324753626737392,0.704118531573562
163,-1.8095805644989,-0.30231249332428,8.1928596496582,-0.0476240297622307,-0.681196470933556,-0.0332279249853724,0.729793960497099
164,-1.90356600284576,-0.28455850481987,8.21252155303955,-0.0489509846390314,-0.696327501787994,-0.0316941941423393,0.715351165103006
165,-2.00963521003723,-0.272506266832352,8.15089511871338,-0.0503587684489894,-0.716182356270668,-0.0308486472374778,0.69541008618693
166,-2.07468938827515,-0.234593957662582,8.12650299072266,-0.0483338936967934,-0.727969701709349,-0.0286179168093266,0.683304443824861
167,-2.15448188781738,-0.242017179727554,8.13815307617188,-0.0491596408479141,-0.708531614186973,-0.032797121699436,0.703200277458378
168,-2.24038672447205,-0.237414702773094,8.13376903533936,-0.04690659942366,-0.672266936900586,-0.035208445983602,0.737981911575231
169,-2.31747770309448,-0.22383388876915,8.13160037994385,-0.0442203422470315,-0.649866795218612,-0.0344745928474922,0.757977052589223
170,-2.43703556060791,-0.215952455997467,8.11553382873535,-0.0451319617493086,-0.646319175375627,-0.0352676054872267,0.760914466660758
171,-2.51688933372498,-0.20205320417881,8.13986015319824,-0.0469783735490507,-0.67623503499449,-0.0336334630592794,0.734416775426139
172,-2.64086198806763,-0.187933892011642,8.17920780181885,-0.0463790494458178,-0.669481247692645,-0.0330039403445825,0.740644707455695
173,-2.73073387145996,-0.174675956368446,8.17842864990234,-0.0434702965068769,-0.630675298202436,-0.0361598660450764,0.773984150772143
174,-2.81895232200623,-0.157362952828407,8.15953731536865,-0.0399340279456149,-0.610234848839755,-0.0373600930917266,0.790330896598214
175,-2.86167502403259,-0.153980270028114,8.18408393859863,-0.0381066556463267,-0.600767844612031,-0.0379668758999267,0.797611682468397
176,-2.9199116230011,-0.140634268522263,8.21719646453857,-0.0376773234624566,-0.60345473884267,-0.037407747556702,0.795627713122013
177,-2.96607351303101,-0.138465136289597,8.22853183746338,-0.039927841275164,-0.612730404283139,-0.0357682489035964,0.788471845742445
178,-3.06108212471008,-0.12412703037262,8.25588607788086,-0.040965201274271,-0.634402432024759,-0.0336737761077069,0.77118187435149
179,-3.15311908721924,-0.109362617135048,8.2820634841919,-0.0420792982077501,-0.654010276827308,-0.0321154773114202,0.754631358070728
180,-3.44030404090881,-0.0440213456749916,8.36758518218994,-0.0821182682057081,-0.683961916779971,-0.0407835077715587,0.723732956217562
181,-3.39003038406372,-0.156239852309227,8.36241149902344,-0.0527354489350408,-0.66810787763079,-0.0399707002602614,0.741116171321342
182,-3.49079322814941,-0.126393496990204,8.369948387146,-0.0504512608524802,-0.668165977078188,-0.0373109993336285,0.741361441324184
183,-3.58069491386414,-0.138264983892441,8.38643264770508,-0.0547435322623979,-0.679662263678503,-0.0401020944092387,0.730379473308801
184,-3.67482542991638,-0.114197596907616,8.39703750610352,-0.0549966293438413,-0.692885666636245,-0.0385770188293748,0.717911301867509
185,-3.74161648750305,-0.0996837168931961,8.41001129150391,-0.0570354904887105,-0.704755887656501,-0.037811601159394,0.706141893995798
186,-3.87268137931824,-0.0911339074373245,8.4091215133667,-0.0621570473806918,-0.72474570948889,-0.0371054696641974,0.685203139338517
187,-3.97936773300171,-0.0650828927755356,8.40720272064209,-0.0618027250597485,-0.748615724489584,-0.0349529995300475,0.659191328861339
188,-4.10067367553711,-0.0429313853383064,8.39396572113037,-0.0659235180919138,-0.776635540970586,-0.0313960929990309,0.625704092689273
189,-4.10659885406494,-0.0388979353010654,8.38593864440918,-0.064136572278642,-0.759543188925971,-0.0335621571164951,0.646416449250946
190,-4.13102960586548,-0.0314073339104652,8.35637283325195,-0.0594264370241289,-0.716695745214865,-0.036056530294523,0.69391327555873
191,-4.13995504379273,-0.0355915762484074,8.31934452056885,-0.0536174222061637,-0.666604439513033,-0.0404074359556284,0.742381931607292
192,-4.19849586486816,-0.0237158760428429,8.29856014251709,-0.0478728605878157,-0.606088336138809,-0.0447062022104179,0.7926957004422
193,-4.20050096511841,-0.026350349187851,8.29774856567383,-0.0474196645209184,-0.604660161652708,-0.0444950822765586,0.793824698519797
194,-4.24659156799316,-0.0234401300549507,8.28347396850586,-0.0465788131138571,-0.551102292823062,-0.0509535140287525,0.831577065834664
195,-4.28747653961182,-0.0169788468629122,8.30743408203125,-0.0477710596910237,-0.57662638982915,-0.0491795389015518,0.814126099177534
196,-4.30537414550781,-0.0105228088796139,8.32546710968018,-0.049159561147845,-0.594395758903409,-0.0471519818221464,0.801282540653193
197,-4.37122774124146,-0.00122092291712761,8.36979007720947,-0.0520704028782197,-0.636585049754424,-0.0431464414689474,0.768235987286344
198,-4.42004537582398,0.0063205361366272,8.39097023010254,-0.0557378100969063,-0.667753588104091,-0.0404392472322259,0.741190332764132
199,-4.48246479034424,-0.0183345433324575,8.42504215240479,-0.0721202418832638,-0.713409364709221,-0.0427797619227886,0.695712326343091
200,-4.55088901519775,0.0113007165491581,8.43030261993408,-0.072093501116217,-0.752905640044273,-0.0352143312064673,0.653219392826033
201,-4.61404609680176,0.0147554017603397,8.43983936309815,-0.075121951761725,-0.792589019776577,-0.0312005984701699,0.604306098552892
202,-4.69423580169678,0.0379907414317131,8.43463134765625,-0.0771259543320705,-0.852367615395347,-0.0249161868833024,0.51662386610068
203,-4.75023317337036,0.0462439879775047,8.42421722412109,0.0743528752098638,0.892833055160498,0.0209602413991509,-0.443713256328102
204,-4.81574678421021,0.0561782270669937,8.41388893127441,0.079545361982045,0.922958128317173,0.0178542253481868,-0.376167589509813
205,-4.84398126602173,0.0510581582784653,8.38714790344238,0.0807866423266128,0.942237205951088,0.016567420832399,-0.324635313405736
206,-4.89751482009888,0.0641077160835266,8.36786365509033,0.0821919969558018,0.959932975896513,0.012481454298476,-0.267614219953795
207,-4.9234766960144,0.0825521051883698,8.34249114990234,0.0785648558970855,0.973288221215263,0.00875878307923484,-0.215547873059493
208,-4.94923973083496,0.0712192803621292,8.31680679321289,0.0812438242238447,0.975273288211375,0.00984301654204921,-0.205291425423008
209,-4.98456811904907,0.090654656291008,8.27161979675293,0.0827902004664239,0.982844987910179,0.0077546329424369,-0.164624962003026
210,-4.97421216964722,0.0914717167615891,8.28007888793945,0.0830968611772385,0.983493852745318,0.00846742248464743,-0.160508741291958
211,-5.01451873779297,0.0771795958280563,8.23734188079834,0.0842342134860918,0.991472673361372,0.00439043430525986,-0.0993340794624192
212,-5.0330228805542,0.0813173800706863,8.20362758636475,0.0834246551389987,0.995636756681083,0.000913047299997556,-0.0417964353161852
213,-5.05758571624756,0.0947182178497315,8.11952114105225,0.0907340409005313,0.995680393071518,-0.00413176692585012,0.0192566138477078
214,-5.06238460540772,0.0959133505821228,8.07411575317383,0.0851804673762961,0.993945333593039,-0.00588158235939367,0.0691546729811327
215,-5.10815238952637,0.107742622494698,8.04720973968506,0.0828016407422843,0.984338249128158,-0.0115067302433889,0.155208552447356
216,-5.38216972351074,0.284805834293366,7.89115190505981,0.116506606494009,0.957753894764739,-0.0434259429955689,0.25932195275597
217,-5.22630071640015,0.096008762717247,7.91264343261719,0.0834738340495539,0.94581887387237,-0.0132277045469095,0.313502479556842
